Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2004,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,7,0,61,99773,0,1088,289,0,0,0,0,0,0,0,254,1.7,4,4,9333,77777,9,'999999999,0,0.097,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2004,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,4.6,-1,67,99753,0,0,280,0,0,0,0,0,0,0,113,1.3,5,5,9333,77777,9,'999999999,0,0.097,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2004,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,2.1,-1.9,73,99733,0,0,272,0,0,0,0,0,0,0,270,1,6,6,9333,77777,9,'999999999,0,0.097,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2004,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,2.1,-1.5,76,99747,0,0,275,0,0,0,0,0,0,0,61,1.3,7,7,9333,77777,9,'999999999,0,0.097,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2004,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,2.2,-1,79,99760,0,0,276,0,0,0,0,0,0,0,256,1.7,7,7,9333,77777,9,'999999999,0,0.097,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2004,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,2.2,-0.6,81,99773,0,0,274,0,0,0,0,0,0,0,250,2,6,6,9333,1200,9,'999999999,0,0.097,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2004,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,2.2,-0.4,83,99803,0,0,281,0,0,0,0,0,0,0,182,1.7,8,8,9333,1200,9,'999999999,0,0.097,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,2.1,-0.1,85,99832,0,0,281,0,0,0,0,0,0,0,202,1.3,8,8,9333,1200,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,2.1,0.1,87,99861,0,0,274,0,0,0,0,0,0,0,160,1,6,6,9333,1200,9,'999999999,0,0.098,0,88,0.6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.8,-0.6,84,99842,0,0,280,0,0,0,0,0,0,0,70,1,8,8,9333,1200,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.4,-1.2,81,99824,0,0,277,0,0,0,0,0,0,0,105,1,8,8,9333,1200,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,1.1,-1.9,79,99805,0,0,268,0,0,0,0,0,0,0,290,1,6,6,9333,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.9,-1.6,82,99833,0,0,275,0,0,0,0,0,0,0,221,1,8,8,8000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.7,-1.2,86,99861,0,0,275,0,0,0,0,0,0,0,227,1,8,8,6000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,0.5,-0.9,90,99889,155,880,267,46,33,43,5089,0,4699,1343,340,1,6,6,4000,3600,9,'999999999,0,0.098,0,88,0.6,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,9:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1.7,-0.6,84,99923,378,1399,279,139,76,118,15227,4276,13022,3902,130,1.3,8,8,4000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,2.9,-0.2,80,99958,561,1399,280,270,195,192,29872,15306,21339,6680,189,1.7,7,7,4000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,4.1,0.1,75,99992,693,1399,282,414,409,212,46655,33147,23969,8181,280,2,6,6,4000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,12:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,4.5,0.4,75,100005,764,1399,287,449,344,261,50395,30232,29448,9935,62,2.3,7,7,4000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,4.8,0.6,74,100017,769,1399,285,461,364,260,51750,31855,29393,9971,112,2.7,6,6,4000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,5.2,0.9,74,100029,709,1399,287,427,411,218,48081,33575,24730,8472,20,3,6,6,4000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,15:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,4.8,1.2,77,100017,587,1399,289,307,323,171,34389,23828,19228,6420,103,3,7,7,4000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,4.4,1.5,81,100004,412,1399,292,171,120,136,18761,7453,14962,4464,10,3,8,8,4000,3600,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,4,1.8,86,99992,195,1399,283,67,59,58,7256,807,6382,1800,20,3,6,6,4000,1200,0,'919999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,3.6,1.7,87,100045,0,1122,296,0,0,0,0,0,0,0,342,2.7,9,9,4000,1200,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,3.2,1.6,89,100097,0,0,294,0,0,0,0,0,0,0,244,2.3,9,9,4000,1200,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,2.8,1.5,91,100150,0,0,278,0,0,0,0,0,0,0,20,2,6,6,4000,1200,0,'919999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,2.4,1.3,93,100200,0,0,298,0,0,0,0,0,0,0,161,1.7,10,10,4000,1200,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1.9,1.1,94,100249,0,0,296,0,0,0,0,0,0,0,190,1.3,10,10,4000,1200,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,1.5,0.9,96,100298,0,0,272,0,0,0,0,0,0,0,20,1,6,6,4000,1200,0,'919999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2004,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1.5,0.9,96,100327,0,0,294,0,0,0,0,0,0,0,239,1.3,10,10,4000,1200,9,'999999999,0,0.098,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1.5,0.9,96,100357,0,0,294,0,0,0,0,0,0,0,139,1.7,10,10,4000,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,1.5,0.9,96,100386,0,0,272,0,0,0,0,0,0,0,20,2,6,6,4000,1200,0,'919999999,0,0.099,0,88,0.6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1.2,0.6,96,100437,0,0,292,0,0,0,0,0,0,0,162,2.3,10,10,4000,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1,0.4,96,100487,0,0,291,0,0,0,0,0,0,0,285,2.7,10,10,4000,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,0.7,0.1,96,100538,0,0,268,0,0,0,0,0,0,0,20,3,6,6,4000,1200,0,'919099999,0,0.099,0,88,0.6,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.6,-0.1,95,100602,0,0,289,0,0,0,0,0,0,0,129,2.7,10,10,9333,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,0.5,-0.2,95,100667,0,0,289,0,0,0,0,0,0,0,292,2.3,10,10,9333,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,0.4,-0.4,94,100732,162,917,267,49,53,43,5440,0,4782,1381,20,2,6,6,9333,1200,0,'919099999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,9:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,0.4,-0.5,93,100817,384,1398,288,89,0,89,8849,0,8917,3288,1,1.7,10,10,9333,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.5,-0.5,93,100902,568,1398,288,154,6,151,17340,404,17150,5814,54,1.3,10,10,9333,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,0.5,-0.6,92,100987,700,1398,267,420,398,221,47200,32917,24930,8451,20,1,6,6,4000,1200,0,'919099999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,12:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.8,-1.1,86,101042,771,1398,275,341,114,278,38088,10313,31252,10366,139,1.3,8,8,6000,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,1.1,-1.7,80,101096,776,1398,271,416,262,270,46602,23420,30446,10251,197,1.7,7,7,8000,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,1.4,-2.2,75,101151,716,1398,269,434,421,218,48978,34709,24764,8522,70,2,6,6,8000,1200,0,'919099999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,15:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.9,-2,74,101157,594,1398,271,329,323,192,36656,25454,21494,6956,65,1.7,6,6,8000,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,2.4,-1.7,73,101164,418,1398,273,206,293,118,22871,17102,13171,4150,14,1.3,6,6,8000,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,2.9,-1.5,72,101171,201,1398,275,70,70,60,7640,1154,6558,1856,140,1,6,6,8000,1200,0,'919099999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,2.3,-1.5,75,101213,0,1155,276,0,0,0,0,0,0,0,34,0.7,7,7,8000,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,1.8,-1.5,78,101255,0,0,274,0,0,0,0,0,0,0,240,0.3,7,7,8000,1200,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,1.2,-1.5,81,101296,0,0,269,0,0,0,0,0,0,0,326,0,6,6,8000,77777,0,'919099999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,0.4,-2.2,81,101320,0,0,272,0,0,0,0,0,0,0,184,0,8,8,8000,77777,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-0.4,-2.9,81,101344,0,0,268,0,0,0,0,0,0,0,107,0,8,8,8000,77777,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,-1.2,-3.6,82,101367,0,0,258,0,0,0,0,0,0,0,269,0,6,6,8000,77777,0,'919099999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2004,24:00:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-1.7,-3.6,85,101390,0,0,263,0,0,0,0,0,0,0,252,0.3,8,8,8000,77777,9,'999999999,0,0.099,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,1:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2.1,-3.6,88,101413,0,0,267,0,0,0,0,0,0,0,315,0.7,9,9,8000,77777,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-2.6,-3.6,92,101435,0,0,252,0,0,0,0,0,0,0,320,1,6,6,8000,77777,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,3:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2.5,-3.7,90,101433,0,0,265,0,0,0,0,0,0,0,75,0.7,9,9,8000,77777,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,4:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2.5,-3.9,89,101430,0,0,265,0,0,0,0,0,0,0,27,0.3,9,9,8000,77777,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9*9?9*9*9*9*9,-2.4,-4,87,101427,0,0,253,0,0,0,0,0,0,0,331,0,6,6,8000,1200,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,6:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2.5,-4.3,86,101427,0,0,259,0,0,0,0,0,0,0,26,0.3,8,8,8000,1200,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,7:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2.5,-4.5,84,101426,0,0,259,0,0,0,0,0,0,0,161,0.7,8,8,8000,1200,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-2.6,-4.8,83,101426,169,955,251,53,42,48,5807,207,5265,1495,20,1,6,6,8000,1200,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,9:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-2.2,-4.5,82,101386,391,1398,260,156,92,130,17062,5647,14303,4213,331,1,8,8,8000,1200,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9*9*9*9*9*9*9,-1.9,-4.3,82,101346,575,1398,261,266,166,198,29472,13395,22026,6916,265,1,8,8,8000,1200,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9*9*9,-1.5,-4,81,101306,707,1398,256,427,420,215,48246,34638,24388,8371,290,1,6,6,8000,3600,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,12:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-1,-3.3,82,101248,778,1398,266,396,133,322,43774,12964,35820,11240,202,1.3,8,8,8000,3600,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,-0.4,-2.6,83,101190,783,1398,269,387,173,290,43229,15980,32607,10747,344,1.7,8,8,6000,3600,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,0.1,-1.9,85,101132,723,1398,264,439,422,221,49536,34855,25031,8633,20,2,6,6,4000,3600,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,15:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.4,-1.8,84,101055,600,1398,273,264,133,207,29288,10882,23070,7317,264,1.3,8,8,4000,3600,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.8,-1.6,83,100979,425,1398,275,169,88,142,18540,5758,15676,4672,256,0.7,8,8,4000,3600,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9*9?9?9?9*9*9*9*9,1.1,-1.5,82,100903,207,1398,268,73,66,63,7961,1268,6915,1944,49,0,6,6,4000,750,0,'919999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,18:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.9,-1.2,85,100830,0,1188,275,0,0,0,0,0,0,0,11,0.3,8,8,4000,750,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.7,-0.9,88,100757,0,0,281,0,0,0,0,0,0,0,194,0.7,9,9,4000,750,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9,0.5,-0.6,92,100683,0,0,267,0,0,0,0,0,0,0,20,1,6,6,4000,750,0,'919999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,21:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.5,-0.7,91,100627,0,0,280,0,0,0,0,0,0,0,156,1,9,9,4000,750,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2004,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9*9?9?9*9*9*9*9*9,0.4,-0.8,91,100572,0,0,280,0,0,0,0,0,0,0,210,1,9,9,4000,750,9,'999999999,0,0.1,0,88,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
